jam,menit,detik,cpm,temp,hum
15,10,00,42,27.9,69.5
15,11,00,14,27.9,70.2
15,12,00,32,27.8,69.8
15,13,00,52,27.8,70.3
15,14,00,46,27.7,70.2
15,15,00,30,27.4,71.4
15,16,00,39,27.5,72.4
15,17,00,30,27.5,71.7
15,18,00,33,27.3,72.4
15,19,00,37,27.5,72.7
15,20,00,21,27.6,73.4
15,21,00,28,27.5,71.6
15,22,00,45,27.5,72.7
15,23,00,41,27.5,73.5
15,24,00,25,27.6,72.2
15,25,00,35,27.6,71.6
15,26,00,28,27.6,73
15,27,00,40,27.6,71.4
15,28,00,33,27.6,73.3
15,29,00,36,27.6,73.5
15,30,00,36,27.7,72.2
15,31,00,26,27.7,72.5
15,32,00,30,27.5,72.8
15,33,00,33,27.5,74
15,34,00,39,27.4,74.5
15,35,00,24,27.5,74.5
15,36,00,36,27.6,74.9
15,37,00,23,27.4,76.6
15,38,00,34,27.3,76.4
15,39,00,42,27.3,77.7
15,40,00,39,27.2,76.8
15,41,00,29,27.3,76.3
15,42,00,39,27.2,77.3
15,43,00,29,27.1,77.4
15,44,00,44,27,77.7
15,45,00,43,27,77.8
15,46,00,24,27,78.7
15,47,00,28,27.1,77.8
15,48,00,45,27.1,78.1
15,49,00,26,27.1,78
15,50,00,25,27,77.4
15,51,00,23,27,78.4
15,52,00,31,26.9,78.9
15,53,00,31,26.7,79.8
15,54,00,15,26.8,79.1
15,55,00,40,26.9,79
15,56,00,31,26.9,78.5
15,57,00,28,27.1,78.2
15,58,00,16,27.1,78.7
15,59,00,31,26.9,79.8
16,00,00,41,26.9,78.4
16,01,00,44,26.9,79.1
16,02,00,31,27,79.1
16,03,00,32,27,78.1
16,04,00,52,26.8,79
16,05,00,30,26.9,79.3
16,06,00,33,26.7,79.8
16,07,00,23,26.7,79.4
16,08,00,34,26.8,80.5
16,09,00,31,26.7,80.8
16,10,00,48,26.6,81
16,11,00,15,26.5,81
16,12,00,38,26.5,81.9
16,13,00,34,26.5,82.2
16,14,00,20,26.5,82.8
16,15,00,28,26.5,82.6
16,16,00,29,26.5,83
16,17,00,31,26.5,82.8
16,18,00,33,26.4,83.8
16,19,00,24,26.6,83.1
16,20,00,14,26.6,83
16,21,00,27,26.6,83.2
16,22,00,22,26.6,83.3
16,23,00,33,26.7,82.5
16,24,00,52,26.9,81.8
16,25,00,47,27,82.1
16,26,00,39,27,81.6
16,27,00,20,26.8,82
16,28,00,32,26.8,82
16,29,00,23,26.8,82.9
16,30,00,51,26.8,82.7
16,31,00,20,26.8,82
16,32,00,25,26.9,81.7
16,33,00,35,27,81.5
16,34,00,28,26.9,80.1
16,35,00,25,26.9,80.5
16,36,00,32,26.9,80.5
16,37,00,30,26.9,79.6
16,38,00,33,26.8,79.7
16,39,00,26,26.8,79.8
16,40,00,24,26.8,79.7
16,41,00,24,26.9,79.3
16,42,00,21,27,79.2
16,43,00,48,27.1,78.5
16,44,00,39,27.1,78.2
16,45,00,32,27.2,78.2
16,46,00,26,27.2,78
16,47,00,34,27.2,77.9
16,48,00,33,27.3,77.7
16,49,00,29,27.3,77.1
16,50,00,29,27.3,76.9
16,51,00,43,27.1,77.7
16,52,00,41,26.8,78.7
16,53,00,19,26.9,79
16,54,00,31,27,79.1
16,55,00,38,26.9,79.2
16,56,00,31,26.9,80.3
16,57,00,37,26.9,80.3
16,58,00,29,26.9,80.2
16,59,00,22,26.9,80.6
17,00,00,27,26.9,81.3
17,01,00,46,26.8,81.4
17,02,00,26,27,80.9
17,03,00,34,27,79.3
17,04,00,31,27.1,79.2
17,05,00,26,27.1,79.3
17,06,00,33,27.1,79.3
17,07,00,37,27.1,79.4
17,08,00,30,27,79
17,09,00,12,27,77.8
17,10,00,35,27,77.9
17,11,00,23,27,78.5
17,12,00,35,26.9,78.7
17,13,00,29,26.9,79.1
17,14,00,26,27,79
17,15,00,40,26.9,80.1
17,16,00,39,26.9,80.8
17,17,00,44,26.9,81.3
17,18,00,34,26.9,81.4
17,19,00,33,26.9,81.1
17,20,00,16,26.8,80.7
17,21,00,33,26.8,82.4
17,22,00,28,26.8,81.9
17,23,00,34,26.9,82.2
17,24,00,37,26.9,81.9
17,25,00,40,27,81.3
17,26,00,22,27,81.5
17,27,00,40,27.1,80.4
17,29,00,26,27,80.9
17,30,00,24,26.9,78.1
17,31,00,27,26.8,78.4
17,32,00,22,26.8,79
17,33,00,26,26.8,78.9
17,34,00,30,26.8,78.8
17,35,00,26,26.8,79.9
17,36,00,42,26.7,80.8
17,37,00,16,26.7,80.7
17,38,00,32,26.6,80.3
17,39,00,41,26.7,80.6
17,40,00,37,26.8,79.5
17,41,00,30,26.5,80.1
17,42,00,15,26.4,81.1
17,43,00,27,26.4,80.8
17,44,00,27,26.4,81.1
17,45,00,35,26.3,81.1
17,46,00,22,26.3,81.6
17,47,00,44,26.2,82.1
17,48,00,31,26.2,82.3
17,49,00,37,26.3,82.2
17,50,00,42,26.2,82.3
17,51,00,22,26.2,82.5
17,52,00,34,26.3,82
17,53,00,44,26.3,82.3
17,54,00,36,26.1,82.1
17,55,00,35,26.1,82.7
17,56,00,38,26,82.6
17,57,00,37,26,83.4
17,58,00,33,26.1,82.9
17,59,00,38,26.1,82.8
18,00,00,21,26,83.1
18,01,00,37,26.1,82.8
18,02,00,25,26.1,82.5
18,03,00,20,26.1,82.3
18,04,00,25,26.1,82.3
18,05,00,34,26.1,81.8
18,06,00,45,26,82.4
18,07,00,29,26.1,82.1
18,08,00,35,26,82.3
18,09,00,20,26,82.6
18,10,00,26,26.1,82.5
18,11,00,21,26.1,82.1
18,12,00,18,26,82.3
18,13,00,47,25.9,83
18,14,00,34,26,83
18,15,00,41,26.1,82.9
18,16,00,24,26.1,82.8
18,17,00,51,26.1,83.2
18,18,00,34,26.1,83.3
18,19,00,26,26.2,83.2
18,20,00,42,26.2,83.2
18,21,00,24,26.2,82.4
18,22,00,41,26.2,82.6
18,23,00,41,26.3,82.3
18,24,00,43,26.3,82.5
18,25,00,20,26.2,83.1
18,26,00,22,26.3,82.5
18,27,00,20,26.3,82.6
18,28,00,39,26.3,82.4
18,29,00,30,26.3,82.3
18,30,00,45,26.3,82.3
18,31,00,45,26.3,81.3
18,32,00,37,26.3,82
18,33,00,37,26.3,82.2
18,34,00,27,26.4,81.3
18,35,00,25,26.4,81.6
18,36,00,27,26.4,81.6
18,37,00,35,26.3,81.6
18,38,00,18,26.2,81.7
18,39,00,29,26.4,81.9
18,40,00,37,26.4,82.5
18,41,00,38,26.1,83.9
18,42,00,37,25.9,84.7
18,43,00,21,26,85.3
18,44,00,56,26,84.8
18,45,00,29,26.1,85
18,46,00,33,25.9,84.3
18,47,00,40,25.9,84.5
18,48,00,44,25.8,83.1
18,49,00,36,25.9,83.3
18,50,00,34,25.7,83.1
18,51,00,30,25.7,84.5
18,52,00,26,25.5,82.8
18,53,00,53,25.3,84.4
18,54,00,33,25.3,84.9
18,55,00,43,25.3,84
18,56,00,26,25.3,84.5
18,57,00,23,25.2,85.3
18,58,00,34,25.2,85.1
18,59,00,21,25.4,84.3
19,00,00,25,25.5,84.5
19,01,00,38,25.5,83.3
19,02,00,22,25.5,83.4
19,03,00,21,25.6,84
19,04,00,29,25.5,83.7
19,05,00,57,25.5,83.4
19,06,00,31,25.5,83.2
19,07,00,23,25.5,83.3
19,08,00,28,25.5,83.6
19,09,00,29,25.5,83.6
19,10,00,31,25.5,84
19,11,00,50,25.5,83.9
19,12,00,47,25.5,83.4
19,13,00,18,25.6,83.3
19,14,00,33,25.5,83.5
19,15,00,41,25.4,83.6
19,16,00,38,25.4,83.9
19,17,00,28,25.4,83.7
19,18,00,39,25.3,82.9
19,19,00,27,25.2,84
19,20,00,31,25.3,84.4
19,21,00,43,25.4,84.7
19,22,00,21,25.4,84.4
19,23,00,29,25.3,84
19,24,00,34,25.4,84.3
19,25,00,33,25.4,84.7
19,26,00,23,25.5,84.7
19,27,00,27,25.5,84.6
19,28,00,28,25.5,84.5
19,29,00,45,25.5,84.9
19,30,00,33,25.5,84.4
19,31,00,17,25.4,85.1
19,32,00,38,25.4,85.1
19,33,00,18,25.4,85.3
19,34,00,42,25.3,85.2
19,35,00,37,25.2,86.2
19,36,00,34,25.2,86.7
19,37,00,38,25.1,86.8
19,38,00,34,25.1,86.7
19,39,00,29,25.1,86.5
19,40,00,31,25,86.3
19,41,00,33,24.8,86.8
19,42,00,34,24.7,86.8
19,43,00,37,24.8,87.2
19,44,00,24,25.1,87
19,45,00,19,25.2,86.5
19,46,00,32,25.2,85.9
19,47,00,27,25.2,86.5
19,48,00,37,25.3,86.2
19,49,00,19,25.3,85.9
19,50,00,53,25.3,85.6
19,51,00,25,25.2,86.2
19,52,00,42,25.1,86.2
19,54,00,18,25.2,86.8
19,55,00,27,25,87
19,56,00,28,24.8,87.6
19,57,00,9,24.8,88
19,58,00,38,24.9,87.7
19,59,00,14,24.9,87.5
20,00,00,37,25.1,87
20,01,00,24,25.1,86.5
20,02,00,21,25.1,86.9
20,03,00,26,25.2,87.3
20,04,00,46,25.2,86.3
20,05,00,40,25.1,86.9
20,06,00,45,25.2,86.7
20,07,00,36,25.2,86.8
20,08,00,31,25.2,87
20,09,00,33,25.2,87
20,10,00,56,25.1,87.2
20,11,00,38,25,87.4
20,13,00,27,24.9,86.8
20,14,00,35,25,86.5
20,15,00,13,25.1,85.1
20,16,00,35,25.2,85.5
20,17,00,42,25.2,85.9
20,18,00,23,25.2,86.1
20,19,00,33,25.3,85.9
20,20,00,37,25.3,85.5
20,21,00,31,25.3,86
20,22,00,44,25.1,86.1
20,23,00,31,24.9,87.1
20,24,00,22,24.8,87.5
20,25,00,17,24.8,87.1
20,26,00,39,24.9,87.2
20,27,00,32,24.9,87.3
20,28,00,31,24.9,87.4
20,29,00,25,24.9,87.7
20,30,00,32,24.9,87.8
20,31,00,38,24.9,88.2
20,32,00,17,24.9,88.4
20,33,00,35,25,88.3
20,34,00,40,25,87.3
20,35,00,19,25,87.3
20,36,00,24,25.1,87.1
20,37,00,13,25.1,87
20,38,00,38,25,87.7
20,39,00,27,24.9,88.2
20,40,00,45,25,87.6
20,41,00,31,24.8,88.1
20,42,00,32,24.9,88.4
20,43,00,34,24.9,87.8
20,44,00,29,24.8,87.2
20,45,00,23,24.9,86.7
20,46,00,51,25,87.1
20,47,00,62,24.8,87.1
20,48,00,46,24.9,87.3
20,49,00,23,25,87.4
20,50,00,23,24.9,87.1
20,51,00,34,25,87.4
20,52,00,33,25,87.5
20,53,00,51,25.1,87.5
20,54,00,42,25.2,87.2
20,55,00,35,25.2,87
20,56,00,36,25.2,87
20,57,00,35,25.2,87.1
20,58,00,29,25.3,86.8
20,59,00,31,25.3,86.7
21,00,00,40,25.3,86.7
21,01,00,27,25.3,86.2
21,02,00,22,25.3,86.2
21,03,00,35,25.3,86
21,04,00,36,25.3,85.7
21,05,00,53,25.3,86.2
21,06,00,45,25.3,85.8
21,07,00,41,25.3,86.1
21,08,00,29,25.3,86.6
21,09,00,24,25.3,85.9
21,10,00,44,25.2,86.3
21,11,00,38,25.2,86.9
21,12,00,49,25.1,86.8
21,13,00,35,25.2,86.7
21,14,00,43,25.3,86.3
21,15,00,20,25.3,85.6
21,16,00,37,25.3,85.8
21,17,00,36,25.3,85.6
21,18,00,30,25.3,85.3
21,19,00,23,25.2,85.9
21,20,00,45,25.2,86.1
21,21,00,33,25.2,85.9
21,22,00,24,25.2,86.2
21,23,00,46,25.3,86.3
21,24,00,20,25.2,86.5
21,25,00,36,25.2,86.3
21,26,00,47,25.2,86.2
21,27,00,44,25.2,86
21,28,00,31,25.2,85.7
21,29,00,21,25.2,85.9
21,30,00,31,25.2,85.7
21,31,00,42,25.3,85.8
21,32,00,26,25.2,86.2
21,33,00,24,25.3,86.3
21,34,00,43,25.3,85.7
21,35,00,28,25.3,85.5
21,36,00,27,25.3,85.6
21,37,00,28,25.2,85.2
21,38,00,35,25.1,85.9
21,39,00,46,25.1,86
21,40,00,31,25.1,86.1
21,41,00,40,25.2,85.9
21,42,00,36,25.2,85.7
21,43,00,25,25.1,86.2
21,44,00,42,25,86.4
21,45,00,36,25.1,86.5
21,46,00,28,25.1,86.8
21,47,00,24,25.1,86.9
21,48,00,46,25.1,86.4
21,49,00,41,25.2,86.1
21,50,00,39,25.1,86.7
21,51,00,34,25,87
21,52,00,28,25,87.2
21,53,00,29,25,87.2
21,54,00,54,25,87.2
21,55,00,26,25,87.1
21,56,00,30,25,87.2
21,57,00,30,24.9,87.2
21,58,00,43,25,86.9
21,59,00,30,25.1,86.8
22,00,00,40,25.1,87.1
22,01,00,23,25,87.3
22,02,00,25,25,87.6
22,03,00,30,25,87.6
22,04,00,32,25,87.5
22,05,00,34,25,87.7
22,06,00,22,24.9,87.9
22,07,00,27,25,87.5
22,08,00,39,25,87.7
22,09,00,24,24.9,87.8
22,10,00,36,24.8,87.8
22,11,00,37,25,87.6
22,12,00,29,25.1,87.4
22,13,00,49,25.1,87
22,14,00,46,25.2,86.8
22,15,00,21,25.2,86.5
22,16,00,21,25.2,86.7
22,17,00,35,25.2,86.8
22,18,00,27,25.2,86.7
22,19,00,25,25.1,87.1
22,20,00,33,25,87.8
22,21,00,30,24.9,88.4
22,22,00,31,24.9,88.3
22,23,00,34,25,87.5
22,24,00,17,25.1,87.6
22,25,00,38,25.1,87.3
22,26,00,17,25.1,87.2
22,27,00,59,25.1,87.5
22,28,00,43,25.1,87.4
22,29,00,37,25.1,87.4
22,30,00,28,25.1,87.7
22,31,00,22,25.1,87.5
22,32,00,31,25.1,87.7
22,33,00,37,25.1,87.7
22,34,00,19,25.1,87.3
22,35,00,28,25.1,87.7
22,36,00,40,25.1,87.8
22,37,00,34,25.1,87.5
22,38,00,32,25.2,87.6
22,39,00,38,25.2,87.5
22,40,00,29,25.1,87
22,41,00,13,25.1,87.2
22,42,00,40,25.1,87.4
22,43,00,9,25.1,87.6
22,44,00,23,25.1,87.3
22,45,00,26,25.1,87.3
22,46,00,40,25.1,87.2
22,47,00,26,25.1,87.4
22,48,00,43,25.1,87.6
22,49,00,28,25,87.5
22,50,00,37,25,87.9
22,51,00,31,25,88
22,52,00,41,25,88
22,53,00,30,25,88.2
22,54,00,40,25,88
22,55,00,31,25,87.9
22,56,00,35,25,87.8
22,57,00,33,25,87.9
22,58,00,29,25,87.8
22,59,00,28,24.9,87.9
23,00,00,15,24.9,88.1
23,01,00,34,24.8,88.3
23,02,00,49,24.8,88.5
23,03,00,30,24.8,88.4
23,04,00,43,24.7,88.2
23,05,00,37,24.7,88.4
23,06,00,44,24.8,88
23,07,00,35,24.8,87.9
23,08,00,36,24.8,87.9
23,09,00,32,24.9,87.9
23,10,00,39,24.9,88
23,11,00,30,24.9,87.6
23,12,00,62,24.9,87.7
23,13,00,38,25,87.7
23,14,00,15,25,88
23,15,00,18,24.9,88.2
23,16,00,52,24.8,88.4
23,17,00,62,24.8,88.4
23,18,00,33,24.8,88.3
23,19,00,27,24.7,88.6
23,20,00,21,24.7,88.9
23,21,00,57,24.7,88.5
23,22,00,26,24.8,88.5
23,23,00,28,24.7,88.1
23,24,00,32,24.7,88.5
23,25,00,43,24.7,88.6
23,26,00,39,24.7,88.4
23,27,00,30,24.6,88.7
23,28,00,31,24.6,88.8
23,29,00,29,24.6,88.7
23,30,00,34,24.6,88.5
23,31,00,37,24.7,88.2
23,32,00,34,24.7,87.8
23,33,00,41,24.6,88.1
23,34,00,41,24.6,87.5
23,35,00,48,24.6,87.3
23,36,00,43,24.7,87.3
23,37,00,35,24.7,87.4
23,38,00,31,24.7,87.1
23,39,00,33,24.7,87.1
23,40,00,33,24.7,87.1
23,41,00,36,24.7,86.7
23,42,00,30,24.7,87.2
23,43,00,28,24.7,86.7
23,44,00,43,24.7,86.7
23,45,00,22,24.7,86.7
23,46,00,31,24.7,86.5
23,47,00,31,24.7,86.8
23,48,00,25,24.8,86.8
23,49,00,25,24.7,86.6
23,50,00,50,24.8,86.7
23,51,00,36,24.8,86.5
23,52,00,41,24.7,86.4
23,53,00,47,24.7,86.5
23,54,00,21,24.7,86.6
23,55,00,25,24.7,86.7
23,56,00,38,24.7,86.5
23,57,00,30,24.7,86.4
23,58,00,27,24.7,86.3
23,59,00,40,24.8,86.2
