00,00,00,29,23.3,87
00,01,00,24,23.3,87
00,02,00,42,23.3,87.1
00,03,00,22,23.3,86.9
00,04,00,32,23.3,86.8
00,05,00,26,23.2,87
00,06,00,42,23.2,86.9
00,07,00,29,23.2,87
00,08,00,46,23.1,87.1
00,09,00,43,23.1,87
00,10,00,26,22.9,87.6
00,11,00,25,23,87.6
00,12,00,34,23,87.6
00,13,00,34,23,87.4
00,14,00,35,23.1,87.5
00,15,00,32,23.1,87.2
00,16,00,45,23.1,87.2
00,17,00,21,23.1,87.4
00,18,00,44,23.1,87
00,19,00,25,23.1,86.9
00,20,00,31,23,86.8
00,21,00,21,23,87
00,22,00,23,22.9,87.2
00,23,00,25,23,87.2
00,24,00,32,23,87.1
00,25,00,49,23,87
00,26,00,23,23,87.1
00,27,00,41,23,87.5
00,28,00,43,23,87.5
00,29,00,34,23,87.3
00,30,00,48,23,87.1
00,31,00,31,23,87.1
00,32,00,38,23,87.2
00,33,00,29,23,87.4
00,34,00,37,22.9,87.6
00,35,00,29,22.8,87.9
00,36,00,33,22.8,88
00,37,00,31,22.9,88.1
00,38,00,13,22.9,87.8
00,39,00,44,23,87.8
00,40,00,17,23,87.7
00,41,00,35,23,87.6
00,42,00,24,23,87.7
00,43,00,42,23,87.6
00,44,00,36,23,87.6
00,45,00,41,23,87.7
00,46,00,18,23,87.7
00,47,00,32,23,87.7
00,48,00,44,23,87.5
00,49,00,36,23,87.5
00,50,00,56,22.9,87.6
00,51,00,30,22.9,87.5
00,52,00,34,22.8,87.8
00,53,00,20,22.6,88.6
00,54,00,27,22.6,88.7
00,55,00,29,22.7,88.5
00,56,00,31,22.8,88
00,57,00,20,22.9,87.9
00,58,00,50,22.9,87.8
00,59,00,35,22.9,87.7
01,00,00,19,22.8,87.2
01,01,00,16,22.7,87.3
01,02,00,33,22.6,87.8
01,03,00,19,22.6,88.1
01,04,00,40,22.6,88
01,05,00,19,22.6,87.8
01,06,00,16,22.6,88.1
01,07,00,41,22.7,87.9
01,08,00,51,22.7,87.8
01,09,00,33,22.8,87.7
01,10,00,30,22.8,87.6
01,11,00,39,22.8,87.5
01,12,00,42,22.8,87.7
01,13,00,37,22.8,87.6
01,14,00,47,22.8,87.1
01,15,00,25,22.7,87.4
01,16,00,40,22.7,87.4
01,17,00,37,22.7,87.4
01,18,00,28,22.7,87.4
01,19,00,32,22.7,87.5
01,20,00,25,22.7,87.5
01,21,00,48,22.7,87.8
01,22,00,26,22.7,87.9
01,23,00,26,22.7,87.6
01,24,00,36,22.7,87.6
01,25,00,34,22.7,87.7
01,26,00,29,22.7,87.7
01,27,00,20,22.6,87.8
01,28,00,39,22.6,88
01,29,00,29,22.7,87.8
01,30,00,49,22.6,87.7
01,31,00,34,22.6,87.3
01,32,00,31,22.6,87.3
01,33,00,36,22.6,87.4
01,34,00,39,22.6,87.2
01,35,00,29,22.6,87.2
01,36,00,18,22.6,87.1
01,37,00,42,22.6,87.3
01,38,00,35,22.5,87.2
01,39,00,28,22.5,87.4
01,40,00,39,22.5,87.5
01,41,00,22,22.6,87.5
01,42,00,33,22.5,87.4
01,43,00,9,22.6,87.4
01,44,00,27,22.6,87.5
01,45,00,40,22.6,87.6
01,46,00,34,22.6,87.5
01,47,00,15,22.6,87.5
01,48,00,41,22.6,87.7
01,49,00,40,22.6,87.7
01,50,00,35,22.6,87.6
01,51,00,35,22.6,87.4
01,52,00,55,22.6,87.5
01,53,00,28,22.7,87.8
01,54,00,43,22.7,87.8
01,55,00,22,22.6,87.7
01,56,00,38,22.6,88.1
01,57,00,32,22.7,88.1
01,58,00,22,22.7,88.2
01,59,00,39,22.7,88.3
02,00,00,29,22.7,88.6
02,01,00,36,22.6,88.9
02,02,00,37,22.7,88.8
02,03,00,20,22.7,88.5
02,04,00,21,22.7,88.3
02,05,00,33,22.7,88
02,06,00,33,22.6,88.1
02,07,00,26,22.6,88.2
02,08,00,32,22.6,87.9
02,09,00,47,22.5,87.8
02,10,00,28,22.5,88
02,11,00,40,22.4,88.3
02,12,00,18,22.3,88.4
02,13,00,43,22.3,88.7
02,14,00,46,22.4,88.6
02,15,00,42,22.4,88.3
02,16,00,22,22.4,88.2
02,17,00,30,22.4,88.3
02,18,00,40,22.5,88.2
02,19,00,39,22.5,88
02,20,00,41,22.6,88.1
02,21,00,28,22.6,88.1
02,22,00,28,22.7,87.7
02,23,00,33,22.7,87.6
02,24,00,40,22.7,87.4
02,25,00,50,22.7,87.4
02,26,00,32,22.7,87.3
02,27,00,33,22.6,87.4
02,28,00,36,22.6,87.6
02,29,00,28,22.6,87.8
02,30,00,27,22.7,87.8
02,31,00,46,22.7,87.5
02,32,00,22,22.6,87.6
02,33,00,38,22.6,87.5
02,34,00,29,22.6,87.6
02,35,00,23,22.7,87.6
02,36,00,19,22.6,87.7
02,37,00,35,22.6,87.8
02,38,00,39,22.5,88
02,39,00,26,22.5,88
02,40,00,28,22.5,88
02,41,00,24,22.5,88.1
02,42,00,46,22.5,88
02,43,00,30,22.5,87.7
02,44,00,43,22.5,87.4
02,45,00,20,22.5,87.3
02,46,00,32,22.5,87.2
02,47,00,23,22.5,87.2
02,48,00,39,22.5,87.2
02,49,00,40,22.5,87.4
02,50,00,31,22.5,87.2
02,51,00,40,22.5,87.2
02,52,00,48,22.5,87.4
02,53,00,18,22.5,87.6
02,54,00,31,22.5,87.4
02,55,00,31,22.5,87.5
02,56,00,46,22.6,87.4
02,57,00,39,22.6,87.3
02,58,00,11,22.7,87.1
02,59,00,25,22.7,87.2
03,00,00,22,22.6,87.3
03,01,00,26,22.6,87.3
03,02,00,29,22.6,87.2
03,03,00,37,22.6,87.2
03,04,00,34,22.5,87.2
03,05,00,20,22.5,87.2
03,06,00,43,22.5,87.5
03,07,00,44,22.5,87.7
03,08,00,47,22.5,87.8
03,09,00,15,22.5,87.7
03,10,00,18,22.5,87.6
03,11,00,47,22.5,87.5
03,12,00,36,22.5,87.5
03,13,00,25,22.5,87.5
03,14,00,20,22.5,87.6
03,15,00,33,22.5,87.7
03,16,00,50,22.5,87.6
03,17,00,38,22.5,87.6
03,18,00,38,22.5,87.5
03,19,00,20,22.5,87.8
03,20,00,38,22.5,87.7
03,21,00,38,22.5,87.5
03,22,00,40,22.5,87.5
03,23,00,29,22.5,87.8
03,24,00,28,22.6,87.8
03,25,00,33,22.6,87.4
03,26,00,25,22.6,87.5
03,27,00,44,22.5,87.5
03,28,00,47,22.5,87.6
03,29,00,19,22.5,87.6
03,30,00,33,22.6,87.7
03,31,00,20,22.5,87.8
03,32,00,40,22.5,87.9
03,33,00,32,22.6,87.9
03,34,00,21,22.6,87.8
03,35,00,19,22.6,87.9
03,36,00,43,22.6,87.9
03,37,00,54,22.6,87.6
03,38,00,32,22.6,87.8
03,39,00,20,22.6,87.6
03,40,00,29,22.6,87.6
03,41,00,35,22.6,87.8
03,42,00,31,22.6,87.6
03,43,00,26,22.6,87.8
03,44,00,23,22.6,87.7
03,45,00,26,22.6,88
03,46,00,44,22.6,87.8
03,47,00,35,22.6,87.6
03,48,00,22,22.6,87.7
03,49,00,39,22.6,87.7
03,50,00,31,22.5,87.6
03,51,00,38,22.5,87.7
03,52,00,41,22.5,87.7
03,53,00,43,22.5,87.8
03,54,00,27,22.6,87.7
03,55,00,35,22.5,88
03,56,00,31,22.5,88.1
03,57,00,42,22.6,88.2
03,58,00,13,22.5,88.2
03,59,00,41,22.5,88.3
04,00,00,22,22.6,88.1
04,01,00,36,22.6,88.1
04,02,00,55,22.6,88.2
04,03,00,55,22.6,88.1
04,04,00,33,22.6,88.2
04,06,00,22,22.6,88.4
04,07,00,28,22.6,88.7
04,08,00,39,22.5,89
04,09,00,28,22.5,88.9
04,10,00,36,22.6,89
04,11,00,31,22.6,88.7
04,12,00,33,22.6,88.7
04,13,00,47,22.6,88.8
04,14,00,40,22.7,88.5
04,15,00,30,22.7,88.5
04,16,00,36,22.6,88.7
04,17,00,22,22.6,88.7
04,18,00,40,22.6,88.8
04,19,00,39,22.6,88.9
04,20,00,26,22.6,88.6
04,21,00,36,22.6,88.6
04,22,00,43,22.6,88.4
04,23,00,32,22.6,88.7
04,24,00,22,22.6,88.6
04,25,00,50,22.6,88.6
04,26,00,21,22.6,88.4
04,27,00,27,22.6,88.3
04,28,00,19,22.7,88.3
04,29,00,50,22.6,88.4
04,30,00,9,22.7,88.4
04,31,00,37,22.6,88.4
04,32,00,26,22.6,88.5
04,33,00,32,22.7,88.5
04,34,00,41,22.6,88.5
04,35,00,35,22.6,88.3
04,36,00,36,22.5,88.5
04,37,00,31,22.5,88.7
04,38,00,42,22.5,88.6
04,39,00,34,22.5,88.7
04,40,00,36,22.5,88.8
04,41,00,44,22.5,88.7
04,42,00,39,22.5,88.7
04,43,00,35,22.6,88.6
04,44,00,36,22.6,88.5
04,45,00,33,22.6,88.5
04,46,00,32,22.6,88.4
04,47,00,29,22.6,88.5
04,48,00,33,22.6,88.3
04,49,00,34,22.6,88.6
04,50,00,39,22.6,88.5
04,51,00,26,22.5,88.6
04,52,00,31,22.5,88.7
04,53,00,24,22.5,88.7
04,54,00,37,22.6,88.8
04,55,00,37,22.6,88.8
04,56,00,37,22.7,88.6
04,57,00,33,22.6,88.6
04,58,00,28,22.7,88.5
04,59,00,21,22.7,88.4
05,00,00,30,22.7,88.4
05,01,00,34,22.7,88.4
05,02,00,33,22.7,88.4
05,03,00,29,22.6,88.3
05,04,00,27,22.6,88.4
05,05,00,40,22.6,88.4
05,06,00,20,22.7,88.3
05,07,00,33,22.6,88.2
05,08,00,32,22.6,88.6
05,09,00,21,22.6,88.5
05,10,00,23,22.6,88.2
05,11,00,23,22.5,88.5
05,12,00,31,22.3,88.9
05,13,00,27,22.3,89.6
05,14,00,39,22.4,89.5
05,15,00,30,22.5,89.2
05,16,00,25,22.5,88.7
05,17,00,45,22.6,88.7
05,18,00,28,22.6,88.7
05,19,00,36,22.6,88.3
05,20,00,39,22.6,88.3
05,21,00,30,22.6,88.2
05,22,00,52,22.6,88.3
05,23,00,24,22.6,88.4
05,24,00,37,22.6,88.3
05,25,00,55,22.6,88.2
05,26,00,26,22.6,88.4
05,27,00,74,22.6,88.2
05,28,00,39,22.6,88.2
05,29,00,33,22.7,88.3
05,30,00,39,22.7,88.1
05,31,00,24,22.7,88
05,32,00,30,22.7,88
